Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_9,Source_11,Source_12,Source_13,Source_14,Source_15,Source_16,Source_17,Source_18,Source_19,Source_20,Source_21,Source_22,Source_23,Source_24,Source_25,Source_26,Source_27,Source_28,Source_29,Source_30,Source_31,Source_32,Source_33,Source_34,Source_35,Source_37,Source_38,Source_39,Source_40,Source_41,Source_42,Source_43,Source_44,Source_46,Source_47,Source_49,Source_50,Source_51,Source_52,Source_53,Source_54,Source_55,Source_57,Source_58,Source_59,Source_60,Source_61,Source_62,Source_63,Source_64,Source_65,Source_66,Source_67,Source_68,Source_69,Source_70,Source_71,Source_72,Source_73,Source_74,score_class
229.850464,202.66076,207.13549,-98.322214,358.281367,-88.805351,173.705458,35.159353,101.483228,24.683864,-239.499466,129.324981,112.167729,273.969526,250.666915,-93.081458,-191.07141,-189.961763,-164.511866,66.356265,260.585855,303.754196,-366.323264,-135.041538,272.265461,107.606831,-130.685269,-3.070882,42.516017,-67.595054,220.588254,-177.681344,211.79159,-104.725635,49.522723,-128.912727,-559.010492,405.372282,-676.807247,-26.245338,-91.006424,148.852986,-120.74308,-370.927292,-325.964183,-100.912359,-103.322895,107.450802,75.661287,453.965347,445.060794,508.059763,89.905381,-253.595663,-395.087105,-63.761668,-218.185833,266.586156,190.832981,-139.257566,-121.713318,-58.766379,-81.294927,-213.193497,-431.300648,315.564028,246.360596,187.957277,-161.323471,-391.743616,1
198.029409,174.599844,178.459276,-84.707733,308.670633,-76.518598,149.639195,30.285556,87.432542,21.26441,-206.335054,111.411301,96.643236,236.037536,215.958474,-80.188903,-164.617929,-163.653991,-141.731349,57.171114,224.50048,261.691583,-315.60261,-116.340874,234.571624,92.704099,-112.592017,-2.636763,36.632578,-58.23815,190.045724,-153.079464,182.463696,-90.230183,42.665424,-111.057653,-481.608365,349.247825,-583.104072,-22.606198,-78.404895,128.245513,-104.02035,-319.566871,-280.832847,-86.936083,-89.014965,92.577767,65.186867,391.110981,383.428398,437.704375,77.442157,-218.48372,-340.38259,-54.93438,-187.97848,229.6683,164.397149,-119.964578,-104.870529,-50.62249,-70.043669,-183.666563,-371.576377,271.869758,212.245288,161.928854,-138.985303,-337.497644,1
60.110359,53.002646,54.169966,-25.718311,93.69011,-23.225059,45.43426,9.197222,26.540996,6.450437,-62.641331,33.823982,29.333923,71.653909,65.558266,-24.338174,-49.976241,-49.678031,-43.026843,17.352069,68.149261,79.44018,-95.804613,-35.31874,71.201266,28.143008,-34.180313,-0.797978,11.12248,-17.681646,57.692978,-46.468362,55.384871,-27.385572,12.955248,-33.714941,-146.201848,106.02791,-177.00177,-6.862823,-23.800271,38.927403,-31.580288,-97.006349,-85.250419,-26.390735,-27.025364,28.10544,19.784822,118.725418,116.392408,132.865501,23.515069,-66.321825,-103.32603,-16.669577,-57.063565,69.724246,49.910653,-36.414457,-31.832572,-15.365924,-21.25904,-55.759831,-112.804161,82.530113,64.428456,49.154029,-42.198391,-102.451599,1
293.497494,258.779162,264.49663,-125.550187,457.498039,-113.39728,221.806805,44.897686,129.586644,31.519063,-305.822976,165.139078,143.23291,349.840151,320.079664,-118.853302,-243.98036,-242.569647,-210.067888,84.731321,332.746193,387.867807,-467.769665,-172.436964,347.652525,137.405727,-166.87552,-3.921322,54.292922,-86.313932,281.674894,-226.884907,270.443445,-133.726362,63.238857,-164.61063,-713.819138,517.629665,-864.231277,-33.513174,-116.206591,190.071007,-154.179863,-473.642581,-416.234086,-128.855107,-131.92803,137.20309,96.609434,579.68061,568.312235,648.757058,114.804403,-323.819935,-504.500765,-81.416255,-278.607336,340.409604,243.675498,-177.819474,-155.4188,-75.036892,-103.808315,-272.229704,-550.738217,402.949115,314.582282,240.002538,-205.998197,-500.223293,1
-0.001341,0.000841,-0.000563,-0.003615,-0.005888,-0.001519,-0.006734,-0.004114,0.003483,-0.00026,0.003013,-0.002698,0.000693,0.001294,0.000853,0.004152,-0.003144,0.001475,0.000573,-0.003045,-0.001334,-0.005297,0.003365,0.001577,0.007697,-0.00129,0.00129,0.007006,0.000011,-0.005097,-0.00289,-0.004168,-0.004813,-0.001212,-0.001509,0.005356,0.006691,0.005806,0.000413,0.000041,0.00273,-0.000424,0.001464,0.00555,0.004553,0.00432,-0.005178,0.00061,-0.002431,-0.002924,-0.011608,-0.013058,-0.008252,-0.000512,0.003176,0.002748,0.001284,-0.002935,-0.006677,0.007754,-0.004086,0.00536,0.000259,-0.004311,0.004762,-0.005033,-0.001119,-0.000248,-0.00643,0.002622,0
-0.006404,0.004524,0.008003,-0.026667,-0.006603,-0.015756,-0.002383,-0.001909,0.011188,0.005349,0.006972,0.001728,-0.011189,-0.017468,-0.003858,0.032134,-0.021337,0.019433,0.019134,-0.011197,0.013153,-0.004317,0.003391,-0.010575,0.011365,-0.020869,0.009988,0.022218,-0.006692,-0.004834,0.003567,-0.007555,0.000547,-0.01468,-0.00265,0.008876,0.017871,0.018536,0.010099,-0.00763,-0.010965,0.004182,0.014316,0.004675,-0.008119,0.017302,-0.009803,0.001183,0.012,-0.021926,-0.048626,-0.048928,0.002832,-0.010693,-0.002579,-0.012172,0.008486,0.008192,0.022028,0.00781,0.008997,0.012431,-0.017813,0.003091,-0.000744,0.002637,-0.021165,0.018109,-0.022744,-0.017334,1
91.967496,81.093951,82.883778,-39.330017,143.329391,-35.528653,69.468607,14.049894,40.590461,9.893142,-95.757138,51.732761,44.83623,109.550479,100.259433,-37.222908,-76.448568,-75.960787,-65.801037,26.53794,104.21238,121.514726,-146.525387,-54.022453,108.94875,43.024612,-52.263614,-1.235911,17.011215,-27.03925,88.240226,-71.079719,84.696508,-41.894896,19.814145,-51.574235,-223.585576,162.153569,-270.717478,-10.472765,-36.41812,59.556863,-48.305151,-148.360951,-130.390461,-40.377955,-41.332795,42.978262,30.299748,181.545639,177.971424,203.205471,35.92762,-101.44794,-158.022843,-25.511566,-87.295122,106.633647,76.35366,-55.702595,-48.670646,-23.492821,-32.530107,-85.275219,-172.524932,126.227544,98.552173,75.195151,-64.53045,-156.708675,1
254.605919,224.494132,229.45767,-108.908398,396.88907,-98.374639,192.425734,38.921779,112.408756,27.347717,-265.290726,143.220781,124.253525,303.483808,277.652748,-103.107915,-211.659526,-210.400167,-182.232626,73.50736,288.686135,336.454791,-405.771826,-149.587454,301.630744,119.212635,-144.741695,-3.416558,47.078566,-74.851561,244.330653,-196.821061,234.611694,-115.984825,54.845227,-142.786982,-619.205938,448.996283,-749.705333,-29.086131,-100.814204,164.897526,-133.727613,-410.881134,-361.06764,-111.771098,-114.465365,119.055752,83.82007,502.896497,492.992257,562.78605,99.575661,-280.91824,-437.619059,-70.627264,-241.67692,295.306262,211.372073,-154.261412,-134.830807,-65.091925,-90.061182,-236.146883,-477.727034,349.546796,272.88845,208.194764,-178.681238,-433.945584,1
155.590606,137.183579,140.21105,-66.559821,242.527683,-60.116181,117.564934,23.792078,68.704561,16.704901,-162.123624,87.53361,75.942299,185.466777,169.680952,-63.000994,-129.339151,-128.594196,-111.359141,44.918441,176.40081,205.605812,-247.971964,-91.408193,184.306015,72.843177,-88.464938,-2.067444,28.783701,-45.763395,149.32137,-120.281023,143.36923,-70.894876,33.520444,-87.251188,-378.409179,274.406845,-458.158962,-17.771519,-61.597887,100.76201,-81.726319,-251.08265,-220.65313,-68.301076,-69.937294,72.733536,51.210916,307.310658,301.269803,343.910428,60.855033,-171.667548,-267.451715,-43.167804,-147.68984,180.454299,129.158122,-94.255651,-82.403174,-39.772815,-55.032053,-144.315323,-291.952356,213.607682,166.769638,127.232768,-109.20473,-265.174868,0
530.463677,467.678022,478.020407,-226.896957,826.832124,-204.967912,400.848311,81.134607,234.19202,56.965626,-552.682084,298.439453,258.83594,632.230528,578.482777,-214.815735,-440.927539,-438.369598,-379.62983,153.145867,601.359048,700.98456,-845.365614,-311.633322,628.322592,248.314638,-301.591935,-7.093133,98.097652,-155.987943,509.037695,-410.030553,488.760192,-241.693036,114.278881,-297.505831,-1290.009511,935.463391,-1561.884688,-60.574789,-210.014287,343.525423,-278.640562,-856.016397,-752.227566,-232.880382,-238.443625,247.974041,174.632832,1047.60424,1027.081198,1172.451653,207.469424,-585.236079,-911.737785,-147.160611,-503.507508,615.187209,440.391769,-321.371034,-280.880328,-135.623881,-187.605819,-491.977465,-995.305617,728.238186,568.544761,433.764225,-372.263361,-904.04833,1
282.899478,249.41544,254.943063,-121.015445,440.960856,-109.322678,213.782055,43.280258,124.904044,30.376957,-294.76865,159.173876,138.052313,337.195233,308.524118,-114.554861,-235.158552,-233.797894,-202.466109,81.675323,320.718267,373.852933,-450.863642,-166.202434,335.08369,132.430436,-160.851294,-3.768878,52.320594,-83.198145,271.48737,-218.683772,260.670533,-128.908251,60.952992,-158.662939,-688.007636,498.933403,-832.999524,-32.303704,-112.002949,183.204099,-148.6075,-456.534709,-401.191062,-124.19383,-127.164358,132.254549,93.121489,558.718855,547.769545,625.293145,110.649818,-312.118927,-486.26442,-78.473045,-268.535968,328.096543,234.870798,-171.3823,-149.806973,-72.324156,-100.058678,-262.382987,-530.824914,388.386809,303.205062,231.327078,-198.551758,-482.150434,1
0.008688,0.014611,0.01626,0.001637,0.005668,-0.00344,0.004247,-0.010545,-0.004925,0.010335,0.018701,-0.005147,-0.014878,-0.014336,-0.003814,-0.000321,-0.013094,0.01821,-0.003065,-0.002538,-0.004423,0.004367,0.004561,-0.003284,0.032257,-0.002586,0.010056,-0.00707,-0.004045,0.005468,-0.004302,-0.004733,-0.011878,0.005369,-0.000667,-0.003056,0.014937,-0.001646,0.006445,0.011608,-0.008308,0.008656,-0.001491,0.003486,0.003812,-0.004856,-0.01273,0.011949,0.014841,-0.010552,-0.027579,-0.009852,-0.02475,-0.004142,0.018239,0.006695,-0.009212,0.001155,0.007239,0.000683,0.004232,0.006218,-0.005367,-0.000851,0.007347,-0.002192,-0.001778,-0.000675,-0.000927,-0.005638,1
335.942639,296.192486,302.746992,-143.707953,523.649454,-129.804124,253.877426,51.387807,148.317977,36.077379,-350.034831,189.014574,163.929632,400.413595,366.364656,-136.035071,-279.257574,-277.630029,-240.435414,96.982616,380.855134,443.947667,-535.399764,-197.366969,397.923415,157.268359,-191.005833,-4.491806,62.142183,-98.792345,322.388777,-259.685532,309.54083,-153.061459,72.384844,-188.421211,-817.017343,592.463265,-989.177647,-38.36076,-133.01286,217.553978,-176.472632,-542.129786,-476.413564,-147.483733,-151.009257,157.046408,110.591389,663.482203,650.479599,742.550768,131.398296,-370.640581,-577.428431,-93.185194,-318.895348,389.619663,278.914369,-203.531498,-177.883843,-85.882267,-118.818126,-311.58896,-630.361444,461.208316,360.070794,274.705458,-235.772878,-572.550079,1
