'-0.187language=Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili-0.186language=Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili-0.186language=Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili-0.186language=Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili-0.186language=Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili...','-0.286content_rating=Unrated,TV-PG,TV-14,GP,Passed,Approved,TV-Y,TV-Y7,TV-MA-0.285content_rating=X,Unrated,TV-PG,TV-14,GP,Passed,Approved,TV-Y,TV-Y7,TV-MA-0.284content_rating=TV-G,X,Unrated,TV-PG,TV-14,GP,Passed,Approved,TV-Y,TV-Y7,TV-MA-0.282content_rating=TV-PG,TV-14,GP,Passed,Approved,TV-Y,TV-Y7,TV-MA-0.282content_rating=M,TV-G,X,Unrated,TV-PG,TV-14,GP,Passed,Approved,TV-Y,TV-Y7,TV-MA...','0.238language=Portuguese,Norwegian,Persian,Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili+0.238language=Thai,Portuguese,Norwegian,Persian,Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili+0.238language=Norwegian,Persian,Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili+0.237language=Persian,Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili+0.235language=Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili...','-0.299num_voted_users-0.279num_critic_for_reviews-0.271num_user_for_reviews-0.257gross-0.252language=Chinese,Aboriginal,English,Russian,Hindi,Mandarin,Thai,Portuguese,Norwegian,Persian,Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili...','0.368language=Slovenian,Chinese,Aboriginal,English,Russian,Hindi,Mandarin,Thai,Portuguese,Norwegian,Persian,Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili+0.367language=Chinese,Aboriginal,English,Russian,Hindi,Mandarin,Thai,Portuguese,Norwegian,Persian,Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili+0.344language=Tamil,Slovenian,Chinese,Aboriginal,English,Russian,Hindi,Mandarin,Thai,Portuguese,Norwegian,Persian,Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili+0.338language=Aboriginal,English,Russian,Hindi,Mandarin,Thai,Portuguese,Norwegian,Persian,Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili+0.315language=English,Russian,Hindi,Mandarin,Thai,Portuguese,Norwegian,Persian,Spanish,Japanese,German,Arabic,Danish,French,Italian,Korean,Cantonese,Dzongkha,Telugu,Panjabi,Vietnamese,Swedish,Indonesian,Romanian,Urdu,Filipino,Maya,Zulu,Kannada,Czech,Polish,Hebrew,Greek,Dari,None,Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili...','-0.314language=Aramaic,Dutch,Mongolian,Swahili-0.313language=Dutch,Mongolian,Swahili-0.294language=Icelandic,Aramaic,Dutch,Mongolian,Swahili-0.278language=Hungarian,Icelandic,Aramaic,Dutch,Mongolian,Swahili-0.265language=Mongolian,Swahili...','0.361content_rating=TV-Y7,TV-MA+0.359content_rating=TV-MA+0.358content_rating=TV-Y,TV-Y7,TV-MA-0.345content_rating=NC-17,R,G,Not Rated,M,TV-G,X,Unrated,TV-PG,TV-14,GP,Passed,Approved,TV-Y,TV-Y7,TV-MA-0.345content_rating=R,G,Not Rated,M,TV-G,X,Unrated,TV-PG,TV-14,GP,Passed,Approved,TV-Y,TV-Y7,TV-MA...','-0.435content_rating=NC-17,R,G,Not Rated,M,TV-G,X,Unrated,TV-PG,TV-14,GP,Passed,Approved,TV-Y,TV-Y7,TV-MA-0.435content_rating=R,G,Not Rated,M,TV-G,X,Unrated,TV-PG,TV-14,GP,Passed,Approved,TV-Y,TV-Y7,TV-MA-0.389content_rating=PG,NC-17,R,G,Not Rated,M,TV-G,X,Unrated,TV-PG,TV-14,GP,Passed,Approved,TV-Y,TV-Y7,TV-MA-0.308content_rating=TV-Y7,TV-MA-0.307content_rating=TV-MA...',score_class
1.247931,2.708401,-1.371735,-9.030725,-6.047498,-1.803094,-1.099195,1.799123,1
1.043852,1.972607,-0.885536,-4.806876,-3.170339,-0.746818,-0.07189,0.972865,1
0.963801,1.807594,-0.721111,-4.234884,-2.75874,-0.641296,0.166507,1.285813,1
1.696362,4.120103,-2.271852,-16.261569,-11.187502,-3.328983,-3.95645,-1.520943,1
0.66488,0.349376,-0.191474,0.979646,0.712956,0.153057,-0.484919,-0.947302,1
0.853191,1.374815,-0.482264,-2.041385,-1.25868,-0.141363,0.812834,1.484865,1
1.108112,2.151299,-1.035241,-5.789779,-3.828639,-0.949893,-0.351185,0.857592,0
0.851793,1.10498,-0.495778,-1.731874,-1.055326,-0.156145,0.346808,0.745607,1
1.427852,3.094482,-1.681644,-10.912563,-7.330893,-1.955414,-1.853517,-0.459706,1
1.096497,1.993583,-1.012386,-5.560031,-3.708796,-0.977949,-0.988466,-0.286726,1
1.178762,2.709011,-1.226645,-8.840885,-5.937695,-1.753752,-1.336879,0.767665,1
1.015908,1.985441,-0.854934,-4.683333,-3.078475,-0.760842,-0.127362,1.030356,0
0.905634,1.393099,-0.599934,-2.426423,-1.501131,-0.204905,0.768107,1.555009,1
1.119081,2.115555,-1.055958,-5.788891,-3.82513,-0.950657,-0.299545,0.991334,1
0.958786,1.736636,-0.689912,-3.531031,-2.280244,-0.430084,0.247388,0.76662,1
1.132489,2.404952,-1.100323,-7.370419,-4.894596,-1.37978,-0.851346,0.891913,1
0.830352,1.176712,-0.451449,-1.417471,-0.870297,-0.111368,0.282569,0.563657,1
1.556456,3.606211,-1.96661,-13.49767,-9.122095,-2.615468,-2.688057,-0.458696,1
1.067189,1.978631,-0.908588,-5.035255,-3.297554,-0.723362,-0.128886,0.545866,1
0.91815,1.425132,-0.604954,-2.616076,-1.627684,-0.203323,0.749702,1.355168,1
0.950721,1.732117,-0.699982,-3.910648,-2.558741,-0.584257,0.288819,1.48602,1
1.062149,2.094888,-0.923575,-5.566653,-3.67452,-0.925327,-0.307239,0.913226,1
0.843962,1.350619,-0.467725,-1.814442,-1.121386,-0.103354,0.866667,1.587744,1
0.983703,1.948676,-0.773091,-4.845273,-3.212144,-0.834354,-0.067934,1.398016,1
0.884904,1.296343,-0.540049,-1.714326,-1.020776,0.005156,0.894797,1.136486,0
0.953891,1.922898,-0.745448,-4.278622,-2.827707,-0.761615,0.001269,1.587981,1
1.263145,2.669702,-1.387495,-8.591282,-5.771608,-1.642353,-1.150614,1.021611,1
1.244103,2.520956,-1.302424,-7.877494,-5.255942,-1.322553,-0.912102,0.256985,1
0.931183,1.576657,-0.639287,-3.013517,-1.924415,-0.316056,0.427719,0.899535,0
1.182903,2.275773,-1.202529,-7.469506,-4.953574,-1.313034,-0.485877,1.51131,1
1.03934,2.050342,-0.888542,-5.594964,-3.680315,-0.972076,-0.214054,1.387436,1
1.101028,1.975825,-1.008584,-5.200143,-3.414353,-0.771915,-0.088405,0.925389,1
1.133759,2.417437,-1.087305,-7.154727,-4.796608,-1.323623,-0.762097,1.018845,1
1.256685,2.290419,-1.326092,-7.407168,-5.03464,-1.316236,-1.671525,-1.216397,1
0.991293,1.634654,-0.787642,-3.649919,-2.333078,-0.464833,0.375623,1.259369,1
0.780567,0.109644,-0.623559,-1.884422,-1.209384,-0.641136,-1.915888,-0.898255,1
0.97265,1.663058,-0.761622,-3.680622,-2.384632,-0.517564,0.477927,1.862906,0
0.924351,1.629806,-0.651877,-3.379595,-2.197288,-0.466235,0.457519,1.610293,0
1.147911,2.12683,-1.096025,-6.226861,-4.13802,-1.049657,-1.218781,-0.885268,0
1.010911,1.860567,-0.813162,-4.413219,-2.880773,-0.64308,0.04517,0.950862,1
0.941933,1.499659,-0.680109,-3.225194,-2.085893,-0.485515,-0.282629,0.149278,1
0.698496,-0.152025,-0.456627,-0.465988,-0.248491,-0.337928,-1.506467,-0.670279,0
0.895622,1.423097,-0.560533,-2.315899,-1.432591,-0.158166,0.747049,1.290286,0
0.885882,0.427211,-0.848832,-3.588532,-2.368887,-1.036917,-2.402293,-0.927161,1
0.94139,1.543866,-0.657996,-2.861201,-1.800179,-0.270415,0.540856,1.084499,1
1.282422,2.575337,-1.372276,-8.229283,-5.499388,-1.356435,-1.073935,-0.180304,1
1.096848,2.154231,-0.986213,-6.203119,-4.091119,-1.029663,-0.502735,0.543433,1
1.345275,2.869181,-1.492364,-9.439574,-6.335994,-1.635727,-1.598506,-0.706067,1
1.064022,2.014448,-0.931641,-5.593903,-3.788053,-0.966258,-0.393877,0.848381,1
0.81376,1.110832,-0.390423,-0.902094,-0.466487,0.162144,1.223296,1.56336,0
1.00202,1.857479,-0.790405,-4.549095,-2.980872,-0.684517,-0.031942,0.837127,1
0.869946,1.285586,-0.507362,-1.75363,-1.049912,-0.024835,0.923234,1.314016,1
0.974228,1.79817,-0.735383,-4.2221,-2.740238,-0.623658,0.083876,0.977123,1
0.967108,1.695201,-0.739258,-3.862168,-2.514292,-0.555925,0.396299,1.710408,0
1.05155,1.86433,-0.92697,-4.854876,-3.272812,-0.802948,-0.093085,1.256197,0
0.80745,0.887046,-0.403168,-0.535677,-0.228623,0.139343,0.667689,0.760886,1
0.90132,1.253668,-0.595352,-2.459522,-1.538323,-0.298109,0.141552,0.637958,1
0.836471,1.187591,-0.448977,-1.318401,-0.761611,0.059634,1.12365,1.642657,1
0.814362,0.260408,-0.702705,-2.71682,-1.78234,-0.898534,-2.287064,-0.933469,1
0.821351,0.948922,-0.409769,-0.421549,-0.129539,0.305963,1.461101,1.708232,0
0.883687,1.488355,-0.562399,-2.543759,-1.62498,-0.288138,0.647312,1.627337,0
0.986971,1.420121,-0.762195,-3.01702,-1.934929,-0.318971,-0.16196,-0.309378,1
1.069474,1.948436,-0.924887,-4.865423,-3.194654,-0.64942,-0.163181,0.199384,0
0.88973,1.274624,-0.547178,-1.757299,-1.050703,0.01955,0.949952,1.170197,1
0.887851,1.351655,-0.606255,-2.582568,-1.669305,-0.424679,0.00886,0.950715,1
1.012771,1.82887,-0.803127,-4.114908,-2.674019,-0.522974,0.093672,0.584866,1
1.58431,3.719218,-2.077688,-14.380055,-9.883006,-3.062694,-3.388307,-0.366057,1
0.948295,1.386348,-0.69862,-3.283878,-2.110179,-0.520714,-0.14002,0.64668,1
0.81293,0.877579,-0.413016,-0.571501,-0.256972,0.138392,0.732802,0.872487,1
1.14205,2.1301,-1.078487,-6.022783,-3.998902,-0.979645,-0.453742,0.656568,1
1.014972,1.795106,-0.823197,-4.597153,-3.148652,-0.84042,-0.994058,-0.539719,1
0.856796,1.118239,-0.490758,-1.087121,-0.595937,0.146443,1.161939,1.402056,0
0.849292,1.161731,-0.469833,-1.155703,-0.640751,0.118596,1.132329,1.474001,0
0.92599,1.532489,-0.644545,-3.098323,-1.974049,-0.346019,0.546407,1.316728,1
1.074084,1.674904,-0.914114,-3.88598,-2.510735,-0.446397,-0.585204,-1.219511,0
0.954476,1.661403,-0.684244,-3.710362,-2.380053,-0.490412,0.287135,1.072733,1
0.776423,1.112882,-0.333221,-0.566499,-0.293398,0.158883,1.22817,1.802798,0
