K1,K2,K3,K4,K5,K6,Col15
7113.532667,-14935.474114,152.420471,24577.800959,28542.465258,-140.296115,0
28687.957526,-7042.518584,173.205081,30586.285211,27413.168131,-121.243557,0
16608.635194,-25954.781351,157.616623,462996.233422,49384.232625,-140.296115,0
4733.694857,-16125.393018,152.420471,18635.134639,26585.247845,-152.420471,0
11396.894314,-11715.591662,135.099963,115354.583784,37429.617952,-147.224319,0
4125.745024,-9586.90122,109.119201,7194.939055,16217.191711,-169.740979,0
14474.748599,-15013.4164,116.047404,13688.397532,33063.117866,-168.008928,0
4913.828141,-10657.308619,109.119201,22878.659117,29171.199701,-159.348674,0
24889.570105,-7936.2568,116.047404,15992.025106,49037.822464,-145.492268,0
11355.325094,-13918.76029,88.334591,23476.216646,50570.687429,-140.296115,0
13688.397532,-8968.559082,114.315353,17833.195115,32567.751335,-122.975607,0
7234.776223,-11674.022443,119.511506,19390.308791,21383.89927,-145.492268,0
13785.392377,-13052.734886,152.420471,41794.385987,31474.827275,-128.17176,0
7489.387692,-3661.555407,129.903811,592370.036443,69153.860543,-105.655099,0
1295.574004,-12798.123417,83.138439,508324.003056,211282.48571,-93.530744,0
8949.506523,-13877.19107,81.406388,12657.827302,17717.147711,-98.726896,0
8746.856578,-7546.545369,83.138439,35896.752987,25306.994349,-93.530744,0
2033.427648,-12342.594055,86.60254,17258.154247,42327.857635,-121.243557,0
20956.082721,-14500.729361,119.511506,15115.607398,40050.210823,-147.224319,0
10200.047206,-12837.960586,93.530744,27333.493794,58820.445425,-135.099963,0
2340.000641,-11126.694388,65.817931,28492.235785,31370.904227,-142.028166,0
5537.366432,-15531.299591,105.655099,13996.702576,27491.110418,-142.028166,0
44420.175011,-18233.298851,65.817931,511138.585618,635950.166812,-105.655099,0
5464.620298,-9959.292144,93.530744,21228.014698,23580.139694,-110.851252,0
17595.904154,-16657.132616,119.511506,14692.987001,22327.86696,-116.047404,0
3732.56949,-8317.307978,114.315353,34140.453468,19790.412527,-112.583302,0
13719.574447,-16090.752002,166.276878,15401.395781,24440.968946,-157.616623,0
2923.701763,-4674.80513,152.420471,13470.15913,25173.626437,-145.492268,0
1744.175163,-13653.756516,143.760217,9567.848661,22090.576,-145.492268,0
10073.607497,-10981.20212,143.760217,25596.246834,23652.885828,-147.224319,0
19251.744726,-50037.21578,116.047404,202267.161257,307995.006653,-128.17176,0
13577.546281,-4560.489776,105.655099,1035624.35476,71377.81378,-116.047404,0
5904.561203,-18825.660227,88.334591,10196.583104,41371.76559,-112.583302,0
5928.809914,-15124.267652,86.60254,30944.819728,40060.603128,-112.583302,0
5220.401134,-20218.229077,91.798693,26053.508247,31031.422268,-142.028166,0
18837.784583,-20336.008532,119.511506,15162.372769,34744.9392,-173.205081,0
13665.880872,-10032.038277,135.099963,22178.910591,28163.146131,-162.812776,0
75546.860074,-33984.568895,110.851252,2256157.257584,497703.067504,-140.296115,0
35119.062174,-14438.375532,121.243557,89020.483306,65714.007639,-110.851252,0
2722.783869,-10135.961326,114.315353,44610.7006,22182.374693,-105.655099,0
9915.990873,-13102.964359,129.903811,25743.471153,23781.057588,-112.583302,0
4905.167887,-7808.085041,168.008928,18882.817904,12165.924872,-136.832014,0
53438.963566,-9325.361548,157.616623,351221.798657,141690.416313,-117.779455,0
12204.02999,-13551.565518,161.080725,60921.423055,34270.357279,-112.583302,0
6341.038007,-15238.583005,150.68842,24191.553629,43836.473889,-105.655099,0
12105.303094,-8977.219336,81.406388,213056.105737,547286.485972,-67.549981,0
3741.229744,-17495.445207,83.138439,9772.230656,65203.052651,-90.066642,0
11026.235441,-6826.012233,76.210236,42416.192227,26290.799208,-88.334591,0
6373.946972,-11793.533949,69.282032,35508.773606,18957.296089,-103.923048,0
4175.974497,-3611.325934,119.511506,15654.275199,22042.078577,-135.099963,0
2289.771168,-10932.704697,110.851252,13584.474484,38314.695914,-140.296115,0
9512.423035,-9105.391095,128.17176,10172.334393,17176.747859,-145.492268,0
2404.086521,-5088.765273,143.760217,16596.510838,12231.742803,-126.439709,0
3010.304304,-14388.146058,121.243557,13766.339819,28561.517817,-157.616623,0
26619.888862,-27612.353974,105.655099,678248.579583,961095.940561,-117.779455,0
8074.820865,-13672.809075,86.60254,32448.239829,42473.349903,-117.779455,0
2125.226341,-8322.50413,86.60254,15468.945762,16613.831346,-122.975607,0
4884.383277,-2904.649204,96.994845,198648.90712,24226.194645,-93.530744,0
154679.065319,-15429.108594,138.564065,489396.151831,217346.395588,-95.262794,0
628.734443,-8547.670735,98.726896,87349.054277,102182.337393,-77.942286,0
9912.526772,-5005.626834,86.60254,511074.499739,62378.077784,-53.693575,0
139057.699086,-31594.338781,74.478185,416771.26147,1104856.157589,-34.641016,0
13120.284867,-3775.870761,76.210236,555764.874675,35555.538978,-43.30127,0
9185.065433,-3377.499075,103.923048,1166685.175267,78439.384922,-29.444864,0
23985.439583,-18283.528325,109.119201,131114.514082,87063.265893,-46.765372,0
2710.659514,-12065.465926,119.511506,24001.02804,20595.816153,-95.262794,0
9619.810185,-17046.844048,109.119201,13646.828313,30239.875049,-126.439709,0
19104.520407,-7061.571142,138.564065,10669.432975,16700.433887,-152.420471,0
54774.374739,-11739.840374,145.492268,500183.364261,132065.409976,-136.832014,0
14370.82555,-49190.242935,135.099963,667494.276119,255685.340213,-116.047404,0
19260.40498,-18494.838523,133.367912,260690.967047,60213.014274,-105.655099,0
14197.62047,-10518.744554,110.851252,36222.378539,54353.486392,-98.726896,0
3834.760488,-6006.752201,86.60254,211001.89348,33438.972891,-117.779455,0
30671.1557,-32429.18727,60.621778,1489593.139373,1096266.917635,-93.530744,0
16518.568552,-12257.723565,74.478185,20058.880402,33688.388207,-88.334591,0
5558.151041,-13672.809075,110.851252,1064184.140526,74105.793802,-83.138439,0
147362.882708,-18806.607669,129.903811,1954570.838919,356866.552239,-50.229473,0
77535.254401,-19092.396052,161.080725,345824.728341,60976.84868,-77.942286,0
332801.438319,-56946.366451,152.420471,447293.460801,1049056.408773,-67.549981,0
3923.095079,-1823.8495,145.492268,596606.632718,13700.521888,-58.889727,0
294247.719393,-85417.817626,152.420471,863179.644308,397890.175616,-79.674337,0
44531.026263,-23853.803722,121.243557,415674.873308,197427.811301,-74.478185,0
2979.127389,-9470.853816,98.726896,146157.375346,32228.269376,-107.38715,0
8608.292514,-27856.573138,86.60254,892336.987602,81155.240589,-124.707658,0
17362.077295,-76528.932882,64.08588,1083640.267247,233733.328278,-143.760217,0
20531.730273,-9011.860352,88.334591,27700.688565,20408.754666,-154.152522,0
110141.110853,-96631.114554,88.334591,1430086.801828,903688.848595,-138.564065,0
4823.761499,-14699.915204,103.923048,29075.936907,31441.91831,-142.028166,0
41153.527188,-16416.377554,109.119201,229974.778026,128092.085423,-122.975607,0
133620.791601,-47170.671693,86.60254,1038776.68723,736396.989295,-100.458947,0
12836.228535,-28183.930741,81.406388,2015800.567017,124884.327327,-114.315353,0
2106.173782,-27911.998764,76.210236,18725.201281,48121.567587,-122.975607,0
18177.873225,-95629.989187,71.014083,452811.774674,435939.867757,-129.903811,0
77704.99538,-3609.593883,88.334591,446465.540515,164330.052419,-112.583302,0
4737.158959,-5447.29979,105.655099,144621.04628,25909.74803,-105.655099,0
72614.498057,-51641.094828,88.334591,1505644.054207,1396154.194457,-55.425626,0
38297.375406,-43566.273963,91.798693,888186.993867,185686.238876,-58.889727,0
45438.620886,-25211.731555,71.014083,765306.649324,611789.790097,-74.478185,0
11041.823898,-20173.195756,71.014083,48947.755822,27284.996372,-100.458947,0
3408.675989,-15387.539374,83.138439,30002.584089,49808.585073,-138.564065,0
70525.644783,-34634.087948,83.138439,624463.205856,514848.638448,-117.779455,0
8864.636033,-3462.369564,83.138439,177632.202621,44392.462198,-124.707658,0
13064.859241,-13669.344973,98.726896,19844.106102,31431.526005,-107.38715,0
74201.056596,-80313.463896,96.994845,790275.893766,583359.908142,-95.262794,0
15662.935453,-31312.014499,110.851252,79036.942451,51928.615262,-128.17176,0
60819.232057,-59042.147928,103.923048,339066.26609,524293.511502,-138.564065,0
25933.996742,-20067.540656,98.726896,1101147.83681,92531.350293,-124.707658,0
3794.923319,-9844.97679,133.367912,21517.267182,18711.344874,-142.028166,0
5088.765273,-9940.239585,135.099963,19004.061461,24577.800959,-129.903811,0
58340.667351,-37511.02434,140.296115,796182.18702,426138.192237,-122.975607,0
3658.091306,-20280.582906,121.243557,474774.178914,57888.602091,-138.564065,0
104309.295784,-26552.33888,119.511506,101910.405416,191852.339751,-114.315353,0
47465.120331,-7823.673498,116.047404,2903826.480159,143276.974853,-79.674337,0
21073.862176,-10359.39588,133.367912,110340.296696,48481.834155,-90.066642,0
4612.451301,-13875.459019,161.080725,33942.999676,16648.472362,-96.994845,0
55768.571902,-26263.086395,135.099963,476665.578395,419805.814485,-90.066642,0
97743.091173,-45973.824585,128.17176,249342.570156,368646.229781,-102.190998,0
36182.54137,-22225.675963,138.564065,2313566.0816,131003.66283,-100.458947,0
3249.327315,-14701.647255,110.851252,97339.523335,32839.683312,-96.994845,0
14802.106201,-47219.169116,96.994845,194957.906849,225999.721422,-119.511506,0
32146.862988,-12269.847921,98.726896,162376.299108,80131.598561,-124.707658,0
15248.97531,-25177.090539,86.60254,113293.443323,58546.781397,-148.956369,0
8034.983696,-23374.025648,105.655099,25222.12386,35837.863259,-152.420471,0
100715.290359,-32415.330864,138.564065,546001.304273,232804.949045,-142.028166,0
42378.087109,-22033.418323,135.099963,292546.8455,156575.660953,-142.028166,0
19958.421456,-25765.987813,116.047404,1538324.388844,355595.226946,-107.38715,0
166597.306926,-128480.064804,133.367912,218747.624691,201893.038283,-95.262794,0
9534.939696,-1688.749537,119.511506,1246293.694485,49971.397849,-77.942286,0
2920.237662,-5767.729189,143.760217,26427.631222,11372.645602,-84.87049,0
3878.061758,-15654.275199,157.616623,19996.526573,24411.524082,-122.975607,0
9288.988481,-5824.886866,150.68842,19965.349659,9392.911529,-124.707658,0
35775.50943,-17175.015808,133.367912,380216.329176,573310.549356,-122.975607,0
31973.657908,-14088.501269,121.243557,93095.998856,85558.113741,-114.315353,0
38150.151088,-11651.505783,128.17176,282301.764973,134642.701577,-74.478185,0
8118.122135,-16619.027499,105.655099,481039.006684,113305.567679,-58.889727,0
25100.880303,-5182.296016,155.884573,9540.135848,16045.718681,-79.674337,0
3427.728548,-4245.256529,150.68842,17237.369637,16189.478898,-90.066642,0
11424.607127,-12886.458008,140.296115,312422.128517,103070.879457,-96.994845,0
10998.522628,-4321.466765,162.812776,49527.992842,32687.26284,-84.87049,0
22824.965542,-27260.74766,157.616623,32455.168032,33331.585741,-112.583302,0
16516.836501,-7946.649105,161.080725,113783.613702,61281.689623,-100.458947,0
9245.687211,-7343.895424,173.205081,21274.780069,32122.614277,-102.190998,0
2632.717228,-16565.333924,173.205081,19696.881784,41719.907802,-129.903811,0
10094.392107,-7492.851794,173.205081,50574.15153,46476.119319,-102.190998,0
14841.94337,-33321.193436,143.760217,139398.913095,392264.474593,-100.458947,0
2807.654359,-9230.098754,109.119201,161894.788983,52964.381645,-105.655099,0
11757.160882,-5622.236921,116.047404,28618.675493,17131.714538,-90.066642,0
4823.761499,-10416.553557,96.994845,30423.472435,15959.116141,-119.511506,0
9650.9871,-7395.856948,119.511506,10565.509926,31715.582337,-129.903811,0
2759.156936,-5807.566358,150.68842,16979.294067,42005.696185,-122.975607,0
97310.078471,-37762.171707,155.884573,116890.91285,125951.270625,-122.975607,0
48681.019998,-8816.138611,157.616623,1607867.960819,175148.441763,-79.674337,0
7754.391465,-7648.736366,145.492268,28823.057489,25225.587961,-84.87049,0
10418.285608,-4033.946331,152.420471,13350.647625,16819.945392,-91.798693,0
2139.082747,-16942.921,110.851252,19153.01783,51469.621798,-107.38715,0
5116.478086,-10672.897076,114.315353,16667.524921,18125.911701,-147.224319,0
3950.807892,-20133.358587,110.851252,18645.526943,36624.214326,-161.080725,0
32704.583349,-5882.044543,121.243557,78158.792692,32425.723168,-154.152522,0
31306.818347,-50129.014473,119.511506,165840.400723,535527.59304,-129.903811,0
5159.779356,-18816.999973,109.119201,22660.420715,55553.797602,-128.17176,0
17758.71693,-24473.877911,91.798693,55385.788674,69179.841305,-122.975607,0
27546.536044,-9964.488296,116.047404,553975.666191,72927.999253,-122.975607,0
16250.100677,-14850.603624,119.511506,67899.855758,49536.653096,-119.511506,0
34462.614918,-11265.258452,143.760217,122068.012714,59159.927383,-117.779455,0
23900.569094,-35451.615929,143.760217,546856.937372,154601.123033,-107.38715,0
35732.20816,-4667.876926,162.812776,118047.92279,28684.493424,-96.994845,0
15896.762312,-9216.242347,173.205081,34389.868784,17989.079687,-100.458947,0
2462.976248,-5095.693476,157.616623,16496.051891,14348.30889,-117.779455,0
3115.959403,-9413.696139,162.812776,19066.41529,22203.159302,-124.707658,0
9245.687211,-13106.428461,143.760217,24250.443357,38016.783175,-152.420471,0
118946.857159,-29919.44565,140.296115,102242.959171,241640.140215,-128.17176,0
13437.250165,-4122.280922,121.243557,2535670.420757,206545.326752,-83.138439,0
9191.993636,-16423.305757,143.760217,18299.116782,28599.622935,-79.674337,0
7018.269872,-29907.321294,110.851252,659183.896345,552264.399993,-53.693575,0
26621.620912,-17512.765715,116.047404,96418.072305,57594.153453,-60.621778,0
11819.514711,-23462.360239,110.851252,946437.594577,463231.792332,-79.674337,0
9564.384559,-2002.250734,69.282032,127491.063793,80606.180483,-43.30127,0
30645.174938,-28504.36014,86.60254,934948.90157,151802.128928,-60.621778,0
38271.394644,-67627.923782,65.817931,318212.374367,380704.767504,-67.549981,0
16115.000714,-14124.874336,98.726896,35481.060793,29243.945835,-100.458947,0
23034.54369,-25383.204585,105.655099,577749.795576,229638.760169,-122.975607,0
30608.801871,-25090.487998,119.511506,45656.859288,82409.245373,-124.707658,0
73911.804111,-93239.759073,129.903811,513372.93116,251150.831199,-138.564065,0
261925.919273,-411394.975763,114.315353,4477020.515861,1417363.156596,-129.903811,0
36520.291278,-27158.556663,109.119201,2065550.262363,390627.68658,-122.975607,0
60756.878228,-34289.409837,116.047404,541186.203028,73220.715839,-124.707658,0
7572.526131,-28679.297272,116.047404,35581.51974,37732.726843,-143.760217,0
11320.684078,-22890.783473,128.17176,42844.008776,37786.420418,-154.152522,0
50591.472038,-7406.249253,162.812776,695553.499202,64094.540134,-154.152522,0
46644.128248,-15233.386853,143.760217,322901.035903,234597.621631,-128.17176,0
29332.280426,-41958.930813,140.296115,368805.578456,75077.474305,-119.511506,0
7295.398001,-28694.885729,121.243557,28310.37045,36444.081042,-129.903811,0
13173.978442,-17187.140164,105.655099,36748.921984,44695.571089,-152.420471,0
60290.956561,-45106.067131,103.923048,454857.326677,588343.018315,-152.420471,0
13994.970525,-10167.13824,110.851252,150225.962693,26834.663162,-129.903811,0
45241.167094,-27679.903956,138.564065,71085.097193,56243.153823,-105.655099,0
16083.823799,-9110.587248,114.315353,534316.889525,298631.539987,-72.746134,0
7349.091577,-30226.018643,121.243557,68880.196515,49495.083877,-105.655099,0
248616.840868,-45540.811883,105.655099,2614670.990141,333729.817552,-114.315353,1
61981.438149,-127432.174065,110.851252,2820067.967207,226408.485413,-102.190998,1
9773.962707,-5715.767665,81.406388,376856.150609,117465.953719,-76.210236,1
267144.588356,-50579.347683,110.851252,3261654.320597,285881.913992,-62.353829,1
35799.758142,-22045.542679,96.994845,951356.61887,106754.951525,-79.674337,1
31298.158093,-23493.537154,91.798693,1098300.345283,322518.252674,-69.282032,1
157850.450348,-30790.667206,81.406388,745822.80979,287241.573876,-60.621778,1
40545.577354,-7563.865877,81.406388,1267892.368055,89112.281999,-46.765372,1
78863.73737,-69283.764354,71.014083,832285.054053,605892.157097,-45.033321,1
15023.808705,-12552.172202,81.406388,1515071.606752,95912.313469,-51.961524,1
23881.516535,-19806.000985,76.210236,81583.057138,100935.260811,-62.353829,1
526.543446,-8684.502749,58.889727,164872.184322,27245.159203,-86.60254,1
72784.239036,-33168.772965,60.621778,690717.613347,493249.964878,-79.674337,1
17109.197877,-14046.932049,86.60254,58775.412104,42890.774148,-84.87049,1
11277.382808,-7652.200468,93.530744,200644.22965,16092.484053,-96.994845,1
8331.164384,-27257.283559,96.994845,1290145.756831,91594.310806,-93.530744,1
19596.422837,-50891.116828,114.315353,44728.480055,62495.857239,-129.903811,1
144227.870746,-25523.5007,105.655099,2247742.95476,306370.342995,-114.315353,1
4602.058996,-9325.361548,88.334591,220368.824247,53795.766032,-103.923048,1
54188.941566,-20483.23285,105.655099,477562.780714,81809.955794,-96.994845,1
41808.242393,-27622.746279,86.60254,652657.528902,346784.284488,-60.621778,1
20143.750892,-96518.531252,69.282032,1057564.242339,809790.910215,-69.282032,1
17985.615586,-6010.216302,69.282032,624620.82248,139346.951571,-69.282032,1
55966.025694,-7976.093969,69.282032,1196424.487633,246514.131187,-45.033321,1
81063.441896,-20006.918878,86.60254,1268252.634623,92179.743979,-34.641016,1
20649.509728,-7376.804389,93.530744,1211559.14759,159000.532084,-27.712813,1
14518.049869,-14800.374151,103.923048,70775.060099,67336.939246,-34.641016,1
3164.456825,-14817.694659,121.243557,24789.111158,23280.494905,-74.478185,1
8272.274657,-23659.814031,91.798693,25745.203204,100164.498202,-91.798693,1
16858.05051,-9955.828042,93.530744,74178.539936,225604.813838,-86.60254,1
75884.609981,-23067.452655,96.994845,1029858.357622,162717.513117,-79.674337,1
11007.182882,-7669.520976,86.60254,265078.251743,77703.263329,-55.425626,1
33936.071473,-14429.715278,88.334591,1508181.50864,182050.664231,-38.105118,1
26325.440224,-2333.072438,105.655099,306638.81087,29706.403401,-38.105118,1
4253.916783,-458.993464,109.119201,94970.07783,9238.759008,-24.248711,1
67141.217505,-42681.196,81.406388,1294806.705554,976890.511875,-17.320508,1
22043.810628,-8339.824638,74.478185,3361146.783085,231233.978963,-12.124356,1
43223.327903,-22099.236254,64.08588,769016.702154,82807.617059,-29.444864,1
6287.344431,-3704.856677,51.961524,352974.634074,51362.234648,-34.641016,1
8194.332371,-2998.179948,93.530744,722007.111186,8736.464273,-55.425626,1
16154.837882,-31788.328471,96.994845,474727.413542,135195.225785,-84.87049,1
11653.237833,-30362.850657,86.60254,2053529.829759,164298.875504,-81.406388,1
25795.432677,-36814.739915,86.60254,124193.239055,187343.811499,-98.726896,1
42099.226929,-26609.496557,50.229473,1982541.72741,229829.285758,-91.798693,1
6476.13797,-4260.844987,69.282032,875187.952556,19461.322874,-84.87049,1
86084.657187,-31601.266984,88.334591,2159850.03653,126772.262708,-79.674337,1
38926.109849,-23606.120456,91.798693,634654.592808,160424.277848,-76.210236,1
221324.916293,-64233.104199,114.315353,948619.978594,354341.222162,-76.210236,1
66053.489597,-19546.193363,105.655099,148599.566985,269564.263334,-62.353829,1
9734.125539,-26737.668316,69.282032,100074.43156,216591.221436,-62.353829,1
15326.917596,-16955.045355,41.569219,1217846.492021,418335.303349,-46.765372,1
24260.835662,-48616.934118,34.641016,74124.846361,99307.133052,-69.282032,1
16426.769859,-24466.949708,41.569219,26361.813291,57417.484271,-93.530744,1
17659.990034,-22916.764235,41.569219,389408.322812,237950.871995,-86.60254,1
27646.99499,-32214.41297,64.08588,427773.248199,249879.505906,-103.923048,1
10738.715007,-50870.332218,39.837169,415939.877082,512525.958315,-81.406388,1
36627.678428,-15044.593315,12.124356,777124.431984,832430.546321,-39.837169,1
37152.489822,-16518.568552,46.765372,27891.214154,51459.229493,-50.229473,1
26328.904326,-14784.785693,64.08588,72754.794172,119286.339117,-46.765372,1
15177.961227,-5338.180589,83.138439,1095532.528092,80703.175328,-38.105118,1
36428.492585,-9301.112837,109.119201,874976.642358,189531.391669,-46.765372,1
1434.138069,-7503.244098,76.210236,28523.412699,13199.959204,-60.621778,1
3057.069675,-11568.367344,71.014083,51038.341147,19996.526573,-86.60254,1
13593.134738,-8741.660426,58.889727,118548.485473,100088.287966,-93.530744,1
18936.511479,-9363.466666,71.014083,1742385.954738,35697.567144,-109.119201,1
5888.972746,-16142.713527,86.60254,8888.884744,28861.162607,-114.315353,1
10191.386952,-4537.973116,86.60254,24174.233121,32034.279686,-91.798693,1
6001.556048,-9941.971635,110.851252,38380.513845,20576.763594,-114.315353,1
78283.50035,-33260.571658,71.014083,733842.214354,1178158.279816,-91.798693,1
4586.470538,-24434.040742,50.229473,933355.414827,126630.234541,-74.478185,1
3180.045283,-1373.51629,41.569219,137216.529077,19961.885557,-62.353829,1
3393.087532,-17826.266911,13.856406,20531.730273,34876.575061,-76.210236,1
20578.495645,-4718.1064,51.961524,12831.032382,22603.263039,-96.994845,1
20831.375063,-4544.901319,65.817931,245611.732716,153890.982202,-69.282032,1
10858.226513,-12713.252928,41.569219,1626565.449286,535754.491696,-55.425626,1
130811.405191,-12820.640078,58.889727,159885.610047,573913.303037,-12.124356,1
28462.790921,-14057.324354,45.033321,42878.649792,61657.544648,-12.124356,1
11029.699543,-13560.225772,65.817931,24569.140705,32174.575801,-45.033321,1
9666.575557,-7451.282574,96.994845,8590.972006,41004.570818,-69.282032,1
23394.810258,-22741.827103,105.655099,616300.0504,76447.526494,-102.190998,1
104503.285475,-24925.943172,103.923048,787636.248335,267799.303561,-91.798693,1
4837.617906,-19123.572966,83.138439,161098.045612,63290.868559,-91.798693,1
4091.104007,-15799.767467,76.210236,26013.671079,24818.556022,-116.047404,1
11166.531556,-16260.492981,74.478185,19082.003747,37897.27167,-124.707658,1
24378.615117,-4113.620668,71.014083,437406.914791,65656.849963,-119.511506,1
4115.352719,-7787.300431,110.851252,15869.049499,29841.503364,-102.190998,1
3978.520705,-5156.315254,135.099963,11566.635293,8849.047576,-86.60254,1
9877.885756,-6602.577678,135.099963,388074.64369,30245.071202,-79.674337,1
5293.147268,-7726.678653,145.492268,30297.032726,15171.033023,-103.923048,1
18588.369267,-30203.501982,110.851252,148958.101502,103273.529401,-119.511506,1
44208.864812,-27188.001526,83.138439,1657193.303717,578780.365806,-93.530744,1
16773.18002,-10534.333012,88.334591,15352.898358,60161.05275,-86.60254,1
32616.248757,-16308.990404,51.961524,259669.057071,648734.433823,-50.229473,1
12411.876087,-14795.177998,71.014083,76300.302175,24207.142087,-55.425626,1
7097.944209,-6860.653249,83.138439,878608.752901,24061.649819,-79.674337,1
12387.627376,-3730.83744,83.138439,249470.741916,26890.088788,-74.478185,1
150930.907372,-30432.132689,96.994845,820688.973896,723545.172303,-79.674337,1
4574.346183,-21811.71582,81.406388,552337.146127,56019.719269,-79.674337,1
3758.550252,-3663.287458,83.138439,261075.482326,19674.365123,-74.478185,1
30120.363544,-7700.69789,81.406388,478075.467753,63186.945511,-74.478185,1
6152.244468,-4227.936021,98.726896,46786.156414,26919.533651,-81.406388,1
3924.82713,-7901.615784,105.655099,21723.381229,13989.774373,-84.87049,1
39352.194348,-3962.932248,98.726896,360240.587212,126794.779368,-60.621778,1
7650.468417,-32333.924476,93.530744,43259.70097,72470.737839,-81.406388,1
6351.430311,-3803.583573,83.138439,311634.045399,15079.234331,-96.994845,1
11234.081538,-37516.220492,88.334591,94493.763858,53951.650605,-102.190998,1
58775.412104,-21226.282647,81.406388,335416.835038,385379.572633,-109.119201,1
51769.266587,-35817.07865,96.994845,1287615.230601,162603.197764,-93.530744,1
17890.352791,-23519.517916,96.994845,44390.730147,82863.042685,-96.994845,1
8977.219336,-13125.48102,103.923048,44447.887824,18501.766726,-91.798693,1
85303.502273,-28059.223083,121.243557,85547.721437,191802.110278,-98.726896,1
29817.254652,-9654.451201,98.726896,304011.289795,139819.801441,-91.798693,1
9825.924231,-7520.564606,88.334591,1483948.385791,117968.248453,-71.014083,1
15134.659957,-13239.796373,91.798693,32259.446291,21468.76976,-69.282032,1
32257.71424,-28563.249868,83.138439,261212.31434,129486.386323,-79.674337,1
12406.679935,-9718.537081,83.138439,346018.718031,87735.301607,-84.87049,1
3619.986188,-31090.311996,81.406388,127381.944592,77722.315888,-114.315353,1
14973.579231,-38529.470214,45.033321,681982.881125,213482.190236,-102.190998,1
45372.802955,-34847.130197,29.444864,874084.636192,333378.211238,-91.798693,1
28996.26257,-30794.131308,5.196152,889813.389576,654271.800254,-81.406388,1
3839.95664,-71249.64202,1.732051,54161.228753,125639.501479,-91.798693,1
4505.06415,-36970.624488,6.928203,1308789.551723,135676.735909,-96.994845,1
40012.105706,-15962.580243,1.732051,355551.925676,346139.961588,-86.60254,1
5494.065162,-43268.361224,29.444864,28687.957526,55143.301561,-131.635861,1
361875.643175,-46673.573112,74.478185,1787994.316603,815544.782998,-72.746134,1
35462.008234,-118032.334333,64.08588,1980231.171633,502192.543197,-64.08588,1
44456.548078,-74734.528245,64.08588,228578.745075,220252.776843,-95.262794,1
33191.289625,-6845.064792,96.994845,335979.751551,38643.785568,-81.406388,1
11201.172573,-2482.028807,81.406388,153326.333638,75593.625446,-77.942286,1
39710.728865,-24085.89853,119.511506,247016.425921,61396.004976,-71.014083,1
68391.758188,-8675.842495,135.099963,834166.06123,133118.496867,-39.837169,1
125405.67462,-65682.830725,114.315353,4853772.743422,769939.885235,-34.641016,1
7667.788925,-7049.446787,119.511506,37990.802413,58195.175084,-51.961524,1
113520.341979,-35843.059412,88.334591,2913735.54283,520893.495767,-39.837169,1
169391.104879,-53082.1611,93.530744,967835.350253,193610.371321,-58.889727,1
108561.480517,-73823.46952,93.530744,3527267.776039,502111.136809,-64.08588,1
18571.048759,-13083.9118,86.60254,1019599.420688,143968.063125,-62.353829,1
37116.116755,-46110.656599,105.655099,254935.362214,122130.366543,-83.138439,1
21435.860794,-10364.592032,91.798693,1300385.641205,63005.080176,-81.406388,1
60306.545018,-13447.64247,93.530744,162790.259251,184078.895727,-71.014083,1
12015.236452,-17202.728621,91.798693,693171.929341,255617.790232,-64.08588,1
7016.537821,-32304.479612,50.229473,164177.631948,384409.624181,-51.961524,1
52160.71007,-68980.655462,39.837169,677841.547644,710677.766854,-46.765372,1
523.079344,-11544.118632,41.569219,500290.751411,14356.969144,-83.138439,1
92988.611706,-88474.887301,46.765372,424523.920884,633960.040434,-95.262794,1
103521.212667,-37720.602487,74.478185,594626.898645,447057.901891,-88.334591,1
22838.821949,-20400.094412,83.138439,3024671.665003,159961.820282,-93.530744,1
188958.082852,-204111.795367,71.014083,559431.626235,1203860.18175,-64.08588,1
37426.15385,-21176.053173,83.138439,410509.8978,70019.885947,-76.210236,1
280571.446216,-26947.246464,93.530744,2544696.137515,674121.102509,-62.353829,1
276679.528052,-43739.479044,116.047404,4658246.723908,249550.416253,-53.693575,1
22844.018101,-11490.425057,119.511506,332035.871862,99904.690581,-48.497423,1
79419.725679,-15503.586779,138.564065,2042718.368618,257233.793635,-19.052559,1
2523.598027,-2669.090294,116.047404,99967.04441,15962.580243,-46.765372,1
149995.599935,-133478.763434,88.334591,918089.119009,1905775.503568,-46.765372,1
6723.821235,-5384.945961,71.014083,304288.417925,319029.902348,-19.052559,1
45956.504077,-21664.491501,58.889727,1029364.723141,99944.527749,-41.569219,1
67198.375181,-29531.466269,46.765372,5454475.6763,1033748.543735,-19.052559,1
59837.159249,-9308.04104,74.478185,113267.462561,76170.398364,-19.052559,1
14259.974299,-33371.422909,91.798693,1504762.440346,112910.660095,-58.889727,1
186566.120686,-67717.990424,88.334591,2495888.677808,584913.557716,-51.961524,1
27622.746279,-21775.342753,116.047404,737649.262029,118318.122716,-72.746134,1
6308.129041,-30958.676134,81.406388,1940234.654385,140207.780822,-93.530744,1
99324.45356,-42902.898503,65.817931,718428.694217,1222043.251128,-62.353829,1
243242.287212,-38295.643355,50.229473,773189.21255,1685557.367741,-41.569219,1
226191.979062,-73703.958014,46.765372,2699025.328571,443664.814359,-41.569219,1
4650.556418,-24316.261287,60.621778,69645.762972,36771.438645,-58.889727,1
37088.403942,-24011.420345,74.478185,564016.364723,188771.021365,-76.210236,1
