K1,K2,K3,K4,K5,K6,K7,K8,score_class
-43291788.943101,-43309696.616401,52342632.562408,65965.155006,-4515.456455,-52412340.67921,-7215.723664,1.732051,0
-31115754.090174,-31233945.773181,46435622.239564,204189.737653,-35300.927509,-46666689.941649,-52808.497072,1.732051,1
-31171713.187665,-31181504.47088,46600556.777715,52178.030578,-2069.800715,-46654743.987229,-4962.325564,1020.177926,0
-1722552.24094,-1740492.823205,37023266.707752,82940.984971,-4515.456455,-37109313.259821,-19153.01783,12126.087704,1
-31166820.144133,-31185611.163345,75951500.051345,63725.613312,-4858.402515,-76019372.194291,-33101.222983,25982.494164,1
-31173062.455244,-31180428.867328,83948298.135963,30707.528767,-1446.262424,-83980633.792489,-3109.0312,1.732051,1
-31175444.025104,-31178168.541024,41557256.106725,91448.818538,-886.810013,-41649292.090487,-718.801085,1.732051,0
-31171687.206903,-31181206.558141,45724012.629376,107898.105058,-2128.690443,-45834583.288829,-6699.572524,3465.833666,0
-31107000.305392,-31216760.365068,10206.975409,444750.810215,-68168.323633,-515118.838374,-9526.279442,1.732051,1
-31166899.81847,-31185477.795432,39706492.268856,45930.523315,-4912.09609,-39757066.420387,-6931.667332,1.732051,0
-31175179.021331,-31177957.230826,7360812.36433,25811.021134,-957.824097,-7388286.154239,-251.147367,1.732051,1
-31165767.057242,-31186840.919418,38885749.601385,24654.011195,-2617.12877,-38914151.770527,-8485.316906,1.732051,0
-31155769.659981,-31197666.236965,31728125.849342,502218.523959,-19440.538264,-32231631.287052,-128708.69551,109120.932928,1
-31115844.156816,-31217236.67904,29528440.376289,71351.833018,-39797.331406,-29660159.376103,-20770.753284,1408.157307,1
-31174617.836869,-31178989.533107,29746218.052527,28516.484496,-1529.400863,-29775382.324025,-1747.639265,1.732051,1
-29426155.847898,-29463375.887702,45508533.384559,32851.807667,-17512.765715,-45542812.402091,-18160.552717,1.732051,0
-31143811.581206,-31209317.742748,28900067.93176,42715.837016,-30141.148153,-28945338.543717,-32645.693621,1025.374078,0
-31137671.461093,-31214359.742649,26924023.126929,93712.608944,-29505.485507,-27027842.252334,-35486.256945,1.732051,1
-51909995.715541,-52011632.456929,30719247.823153,184865.246793,-25663.796816,-30929137.740014,-87821.904147,39838.900625,1
-31168943.638423,-31183962.250976,25621235.131254,49583.418468,-2558.239043,-25674076.537291,-5951.326575,1.732051,0
-31147854.18779,-31204629.081212,26445838.539975,131492.101158,-22125.217016,-26581549.916901,-26046.580044,1.732051,1
-31175082.026485,-31178514.951186,13855533.506944,2894.256899,-872.953607,-13859432.353312,-1936.432803,601.02163,0
-31148986.949019,-31202881.441947,23347220.429844,58418.609638,-21008.044245,-23412832.246486,-25244.64052,1409.889357,0
-31174889.768846,-31178757.438299,83948672.258937,48575.364898,-1072.13945,-83998177.735119,-4927.684548,3465.833666,1
-31175378.207173,-31178080.206433,18176265.882286,33979.372743,-730.925441,-18211275.825259,-7482.459489,6929.935281,0
-31174067.044712,-31179448.526571,13573474.229084,81447.957175,-1702.605944,-13655620.202734,-2016.10714,1.732051,1
-31173673.869179,-31179807.061088,26248989.233644,16300.33015,-1577.898286,-26266644.027526,-7567.329978,5197.884474,0
-31172158.324722,-31181010.8364,14735839.669637,13549.833468,-1908.71999,-14751549.370461,-3429.460599,1.732051,0
-31174907.089354,-31178376.387121,13403184.189836,18849.908939,-1241.880429,-13423452.648386,-1738.979011,975.144605,1
-29443183.639388,-29446090.020643,11663661.315083,52157.245968,-1430.673967,-11716819.686418,-717.069034,1.732051,0
-31174519.109973,-31179096.920257,10390363.216458,20332.54443,-1941.628955,-10411319.299179,-1877.543075,1.732051,1
-22513767.973547,-22518977.982376,11456947.979403,27189.733577,-1569.238032,-11486048.165021,-1434.138069,1.732051,1
-31054759.920985,-31274917.435034,10103946.098766,314325.652354,-93428.552611,-10488572.229298,-73605.231118,1.732051,1
-31106995.10924,-31244991.06118,23100787.705045,96118.427515,-43408.657339,-23224828.523629,-65869.892212,1.732051,1
-34639782.931203,-34642145.448504,9874354.103969,66250.94339,-1170.866346,-9940755.735778,-769.030559,-3.464102,1
-31093871.360271,-31258218.733198,9814492.696008,381898.15051,-48499.154663,-10230898.494758,-99998.221324,20786.341742,1
-34637574.566423,-34643359.61612,9236282.174918,4757.943568,-1884.471279,-9243783.686965,-1188.186854,1.732051,0
-31173369.028237,-31179758.563666,7644466.860984,53373.145635,-1732.050808,-7700126.313685,-2007.446886,1.732051,1
-68850241.452528,-68856320.950863,8323271.428876,11852.423676,-2263.790405,-8336777.961074,-2076.728918,1.732051,1
-31166158.500725,-31186731.800217,6414224.081333,60897.174343,-7863.510666,-6478330.745822,-8435.087433,1.732051,1
-31130554.464324,-31202618.170224,5508131.146217,61042.666611,-39703.800662,-5612028.213909,-6268.291873,1434.138069,0
-31108183.296094,-31245261.261106,7638108.502469,91227.116035,-43680.589316,-7754336.03986,-98827.354978,31178.646587,1
-68848364.759523,-68856854.422512,83946719.355696,22695.061732,-3025.042691,-83973962.814759,-1384.758665,1.732051,1
-20784289.261427,-20784897.211261,3849602.431328,91802.156903,-140.296115,-3941454.817704,247.683265,0,1
-68849536.50785,-68856147.745782,83947170.570887,1622.931607,-2573.8275,-83952297.441277,-1796.136687,656.447256,0
-4671751.524055,-4680548.610106,6059676.745125,18475.785964,-2501.081366,-6080880.511111,-3126.351708,1.732051,0
-31168557.391093,-31184000.356094,1169077.137432,47032.107629,-2998.179948,-1219862.599161,-9152.156467,3465.833666,1
-68851090.157424,-68855428.944697,5922333.776339,23507.39356,-1222.82787,-5947526.455335,-34014.013759,32910.697395,1
-31172334.993905,-31180745.832626,83947852.998905,25275.817435,-1891.399482,-83975576.204131,-4657.484622,1733.782858,0
-68850528.090981,-68855340.610106,248555.337108,19012.721715,-2796.411984,-270619.964257,-357.652536,1.732051,1
-31176242.500526,-31177252.286147,83949269.816466,4489.475693,-474.581921,-83954639.173969,-504.026785,594.093427,0
-19653478.322486,-19663456.667189,395085.985359,2424.871131,-2092.317376,-399873.373791,-4524.116709,471.11782,0
-6059273.177287,-6064931.787275,83947865.123261,87615.790101,-1877.543075,-84035501.697971,-7489.387692,5197.884474,1
-31169943.031739,-31182472.687281,83946604.190273,8232.437488,-3140.208114,-83959234.304762,-4115.352719,1.732051,0
-24246534.118099,-24250758.590019,108050.525529,26086.417213,-1519.008558,-134940.614316,-1733.782858,1.732051,1
-19044000.820217,-19059727.84155,83944896.388177,10345.539474,-4848.01021,-83959811.077681,-5712.303563,1.732051,0
-31001012.652376,-31005857.198484,83948429.771824,52787.712462,-1314.626563,-84002833.48769,-1508.616253,1.732051,0
-24202268.09561,-24293399.94885,83909889.909305,119930.662018,-39854.489082,-84036736.650197,-59927.225891,17322.240126,0
-34609039.029368,-34671467.336625,210352977.180498,756608.290169,-27501.502723,-211113312.844005,-28492.235785,1.732051,1
-68846209.238248,-68859959.98961,156722478.240123,17190.604265,-2542.650586,-156742724.182012,-6782.710962,1394.3009,0
-31151850.029003,-31200369.968276,83929087.960456,28197.787147,-20656.437931,-83962180.523185,-21754.558143,1.732051,0
-39835168.055401,-39838576.731391,100468731.194007,117230.394809,-862.561302,-100587380.138427,-659.911358,1.732051,0
-30284459.769183,-30335799.48717,88407184.89946,97076.251612,-20568.10334,-88508693.469088,-23157.519297,1.732051,1
-30303150.329447,-30318058.090748,40650492.867947,462963.324457,-5762.533037,-41114535.260057,-27071.954122,20786.341742,1
-41564903.111041,-41572893.061416,68738677.572116,244853.094463,-2137.350697,-68985690.533936,-2707.195412,1.732051,0
-30307958.502489,-30313262.042062,12152603.669603,3486.618276,-1505.152152,-12157791.161771,-1758.03157,1.732051,0
-31146139.457491,-31205895.210352,83925438.529404,43531.632947,-24305.868983,-83974265.04167,-27116.987443,1.732051,0
-30310376.445416,-30311308.288751,563489.821277,7700.69789,-277.128129,-571566.374193,-623.538291,355.070416,0
-29442286.437069,-29446514.373091,167092379.00834,465888.758271,-1758.03157,-167558714.635719,-34963.177602,34642.748202,1
-32034568.938471,-32050257.854686,147566216.812515,848588.848305,-4511.992354,-148416387.023207,-37019.12191,31178.646587,1
-29442134.016598,-29446876.371709,124706163.385112,116336.656592,-1494.759847,-124824233.824563,-1163.938143,1.732051,1
-29356565.510552,-29531952.975326,125008515.370234,259641.344258,-79146.061652,-125276936.480035,-85648.180383,1.732051,0
-29437445.355062,-29451140.680798,142700314.517287,185409.110747,-2589.415957,-142889229.298869,-29171.199701,24250.443357,1
-20779094.841055,-20788363.044927,123842285.724329,260836.459315,-3335.929855,-124105935.034156,-1508.616253,1.732051,1
-30248206.213729,-30372103.272096,33162059.536014,151187.250891,-58621.259582,-33316851.184635,-59598.136238,1.732051,0
-510956.720284,-527231.069672,81401886.355688,275844.679563,-4501.600049,-81679201.546387,-26817.342654,20786.341742,1
-53680726.681745,-53704360.515014,136437.106214,266456.964186,-10719.662448,-406805.041123,-8239.365692,0,1
-29440227.028659,-29448606.690466,65064311.917143,6448.425157,-2307.091676,-65073704.828672,-3306.484992,536.93575,0
-29434041.875225,-29454048.794103,122093548.33928,20353.32904,-3363.642668,-122118799.908004,-19586.030532,12126.087704,1
-29409136.716663,-29478477.638693,61691889.4833,235714.794402,-29820.718754,-61932883.568564,-36385.191315,5197.884474,1
-34636982.205047,-34644436.951722,79102381.062544,118477.47139,-1860.222567,-79222344.633527,-23294.351311,20786.341742,0
-29438252.490738,-29450563.907879,65710992.138707,108748.542004,-2637.91338,-65822363.005634,-8021.12729,3465.833666,0
-294402020.871274,-294492884.256639,297979286.025924,476637.865582,-23150.591094,-298477035.8588,-93038.841179,51963.256278,1
-29428296.662697,-29460916.375555,52509979.847334,97303.150268,-14367.361449,-52608646.121587,-15441.232949,1.732051,0
-29413664.297474,-29474989.288367,48219043.942034,136153.049881,-27051.169513,-48358948.613965,-56520.281953,27714.544972,0
-25971629.009625,-25988551.146015,72357792.538379,225407.360046,-3070.926082,-72586314.125777,-5996.359896,1.732051,0
-29439354.075052,-29449557.586359,39375445.398006,20751.700725,-1839.437958,-39398679.127538,-4314.538562,555.988309,0
-29442970.597138,-29446507.444887,77022624.519457,41255.718185,-985.53691,-77064851.918146,-37583.770473,36374.79901,1
-68843787.831219,-68861861.781396,42793668.451353,14001.898728,-3053.605574,-42812291.461636,-6741.141743,1.732051,0
-68850627.699858,-68856217.027815,36648902.978255,15759.930298,-1446.262424,-36666088.386368,-3819.172031,1515.544457,0
-29421552.056852,-29466814.008555,112561797.34915,386512.333861,-18678.435909,-112952082.089671,-82568.594048,62355.561123,1
-58883026.152767,-58895514.23909,34108223.466563,23316.867971,-2596.344161,-34135011.364353,-5622.236921,826.188235,0
-29440343.076063,-29448954.832678,28250664.926326,89029.14356,-2137.350697,-28341568.148859,-3455.441361,1.732051,1
-29436125.532347,-29451890.658797,21982556.651119,18901.870463,-3439.852904,-22006254.570269,-6597.381526,1411.621408,0
-6923944.11734,-6931895.962597,27114649.174708,16405.985249,-1758.03157,-27132828.779984,-3264.915772,192.25764,0
-29441098.250215,-29448357.27515,20149473.587894,5028.143494,-2000.518683,-20155849.266917,-3742.961795,588.897275,0
-29431371.05288,-29455799.89747,47025098.019107,95655.96995,-7747.463262,-47127507.255155,-14977.043333,6929.935281,1
-15585388.074089,-15591167.927634,83948150.911644,8968.559082,-1591.754692,-83958853.253584,-3060.533777,727.461339,1
-29443247.725267,-29446024.202712,93945053.625991,217116.03283,-1132.761228,-94162128.089602,-121018.389925,121245.288581,1
-29440540.529855,-29448350.346947,15001759.698072,26330.636377,-1815.189246,-15030662.429898,-2468.172401,1.732051,0
-32896989.944525,-32919338.596095,12390748.531288,41221.077169,-5062.784511,-12438435.354122,-9037.841114,521.347293,0
-29438770.37393,-29450066.809297,27157704.493683,59033.487674,-2618.860821,-27219317.00501,-5894.168898,1733.782858,0
-68852112.067401,-68854869.492286,12245694.472306,8422.963077,-699.748526,-12254718.457014,-1493.027796,413.960143,0
-29395910.776697,-29492283.815681,11832080.739459,191835.019243,-41364.837386,-12028150.622927,-45625.682373,1.732051,1
-68850215.471766,-68856544.385417,4664586.029864,6576.596916,-1681.821334,-4672541.339223,-3190.437588,611.413935,1
-29443183.639388,-29446252.833419,4009900.269466,7484.19154,-980.340757,-4018408.103033,-1340.607325,268.467875,0
-27705061.993738,-27720099.658849,68974648.710037,516636.114882,-5656.877938,-69492970.110355,-32406.67061,25982.494164,1
-29442565.297249,-29447044.380638,3462889.179572,3204.293994,-1212.435565,-3467376.923215,-1988.394327,1.732051,0
-29443093.572746,-29445566.941299,2717745.333699,28365.796076,-1432.406018,-2748373.188129,536.93575,1.732051,1
-29419613.891998,-29469959.412822,160704.870079,47989.931725,-24397.667675,-209628.377189,-24768.326548,1.732051,1
-29440057.28768,-29448911.531408,471091.838897,57947.491818,-2485.492909,-531926.659411,-2999.911999,1.732051,0
-19049901.917319,-19054919.668508,83948279.083404,19421.485705,-1468.779085,-83968812.545728,-2000.518683,0,1
-29441318.220668,-29447922.530397,83948102.414221,7129.121124,-1641.984166,-83957339.441178,-4077.247601,1565.77393,0
-29443391.485484,-29446122.929608,8539377.676086,28876.751064,-1014.981773,-8568888.357745,-807.135676,1.732051,0
-28569130.18011,-28588243.360772,103652968.039658,101725.075979,-5495.797212,-103758728.794019,-9060.357774,1.732051,1
-29054348.625393,-29142049.285984,345757.178359,58853.35439,-36877.093744,-410856.307962,-42915.022859,1.732051,1
-27705061.993738,-27720099.658849,68974648.710037,516636.114882,-5656.877938,-69492970.110355,-32406.67061,25982.494164,1
-25977685.991299,-25983540.323028,75945413.624807,207513.543153,-1723.390554,-76154229.670168,-2293.235269,1.732051,1
-28505988.26792,-28649949.402842,73913532.698093,177349.878339,-45036.785098,-74118493.198356,-69264.711795,1.732051,1
-28556586.668162,-28600577.294572,32307280.338123,98595.26017,-19561.781821,-32408286.613017,-20978.599381,1.732051,1
-28573231.676422,-28583656.890233,20266593.131451,65786.753773,-2021.303292,-20335258.553667,-3917.898927,1.732051,0
-25976095.968658,-25984709.457324,22524342.143727,98584.867865,-1818.653348,-22624839.195684,-2965.270983,1.732051,1
-28313456.964252,-28495017.458105,165946932.240075,563699.399425,-87659.091371,-166517306.963312,-126275.164126,39838.900625,1
-27706570.609992,-27717977.89661,220271578.254397,500302.875766,-2596.344161,-220774939.93189,-3954.271994,1.732051,1
-27711863.757259,-27713647.769591,160774689.046716,258548.420198,-502.294734,-161033261.715626,-533.471649,1.732051,1
-27708153.70443,-27716843.403331,93528658.219547,46410.301389,-2085.389172,-93577339.239545,-3275.308077,1.732051,1
-27011581.759353,-27026723.347513,118686429.463661,231188.945642,-3406.943938,-118921454.901841,-4882.651227,1.732051,1
-27672191.133512,-27753284.020272,91560541.011262,100938.724913,-39982.660842,-91661931.801436,-40214.75565,1.732051,0
-25970993.346978,-25988734.7434,77362160.171316,329780.74171,-3517.79519,-77696238.131079,-57152.480497,51963.256278,1
-27689845.927394,-27733909.299938,73832280.462659,89709.839527,-19187.658846,-73926838.312396,-18929.583276,1.732051,0
-27663499.70256,-27761150.99504,78797039.557728,433514.996626,-23488.341001,-79254519.209328,-169507.152283,122977.339388,1
-27665228.289266,-27758537.330371,68398629.233218,131067.74871,-36496.042566,-68539843.335559,-43535.097048,1.732051,0
-32041292.759706,-32044361.953737,11192870.853027,2743.568479,-639.126748,-11196397.308471,-1167.402244,1.732051,0
-27706631.23177,-27718104.336319,69909220.024531,32332.192425,-2464.708299,-69943829.863768,-6048.32142,1733.782858,0
-23379957.922158,-23384975.673347,65163664.083515,809934.670432,-1532.864965,-65973254.075837,-47915.453541,46765.371804,1
-68843147.82249,-68861453.017406,83945501.723978,12900.314415,-4242.674409,-83965021.968491,-5384.06398,1.732051,1
-60613388.210799,-60629037.289845,57773983.628376,13437.250165,-2859.615883,-57791473.877431,-6732.481489,682.428018,0
-27705990.372971,-27718189.206809,49766636.53475,17291.063212,-3067.46198,-49788418.805706,-5601.452312,1733.782858,0
-27702396.367545,-27722072.464719,64599330.753495,54576.920946,-6349.698261,-64657900.051553,-7875.635022,1.732051,0
-30652047.715921,-30661698.70302,46914923.999288,72862.181322,-2340.000641,-46990308.046586,-3424.264447,1.732051,0
-25979118.397317,-25982270.729787,52138208.997896,50780.265576,-1226.291972,-52189429.204377,-1314.626563,1.732051,0
-13853645.571564,-13857241.30904,40906713.41186,611001.70698,-2223.953237,-41520773.920565,-27870.429545,29446.595779,1
-28571648.581984,-28584869.325798,46583897.913047,29070.740754,-2629.253126,-46616432.755417,-4669.608977,1.732051,0
-26792839.330814,-26881239.739931,40154693.32428,375612.538129,-52401.465132,-40569826.065686,-38740.780413,24250.443357,1
-43295966.649649,-43306055.845603,83947657.277164,32311.407815,-2087.121223,-83982570.225292,-4210.615513,5.196152,1
-34606960.568399,-34673549.261696,96034303.539554,32567.751335,-27498.038621,-96071729.693404,-62057.648384,31178.646587,1
-27706657.212532,-27718785.032287,35722280.044917,28694.885729,-5376.285707,-35751676.411223,-6528.099494,845.240794,0
-27707564.807155,-27717262.559627,28310072.536974,44920.737694,-2241.273745,-28357833.837993,-3484.886225,1.732051,1
-27669300.340714,-27755771.245231,28025406.522649,201681.728084,-42118.279488,-28228546.637513,-52287.149779,10394.036896,0
-27693024.240626,-27731995.383796,26706221.201979,33679.727953,-14459.160142,-26744475.276115,-19295.045996,853.901048,0
-27690491.982345,-27715670.804935,25600906.050925,43089.959991,-20938.762213,-25683614.941088,16703.897988,1.732051,1
-27685172.854315,-27738864.697299,24223366.206497,62563.40722,-22369.43618,-24290368.859937,-77876.46841,53695.307085,0
-27674060.016333,-27751065.263187,32970863.643519,233352.277101,-36870.165541,-33205712.412517,-79059.459111,41570.951432,1
-27709094.208018,-27716067.444569,24434802.844729,15190.085582,-1867.150771,-24451484.226057,-3365.374719,644.3229,0
-34614718.423966,-34666432.264928,23975901.179417,54899.082397,-19930.708643,-24037834.120143,-25937.460843,1418.549611,0
-44973260.402988,-45091971.701237,133897244.230105,340105.496574,-32583.339792,-134265902.584242,-57135.159989,1.732051,1
-27708028.996772,-27716945.594329,26845103.963933,90468.477781,-1683.553385,-26937171.124609,-3299.556788,1.732051,1
-68845907.861408,-68860195.548519,19985318.472607,4863.598668,-2741.836428,-19993341.331948,-5906.293254,308.305044,0
-27708829.204245,-27716176.56377,83947499.66054,10153.281834,-2244.737847,-83959632.676447,-3361.910617,680.695967,0
-25978214.266795,-25982882.143722,8198551.646376,14821.15876,-1383.908595,-8214895.277796,-2582.487754,994.197164,0
-27670535.29294,-27734919.085559,8342836.674799,55377.12842,-39220.558487,-8439608.085468,-3077.854285,1321.554766,1
-25975687.204667,-25985118.221314,7260086.681666,54317.113325,-2445.65574,-7317133.507064,-3574.952867,1.732051,1
-27709134.045187,-27716015.483045,10216896.596029,172240.328457,-2203.168627,-10390255.829308,-2542.650586,1.732051,1
-27708389.26334,-27716079.568925,4931974.837384,42970.448485,-2883.864595,-4978023.140154,-1867.150771,1.732051,1
-27706577.538195,-27718177.082453,2919241.732347,15113.875347,-1738.979011,-2936993.521074,-4442.710321,1.732051,0
-27692989.599609,-27731893.192798,3419617.354247,52491.531774,-18058.36172,-3474216.791854,-17949.242519,1.732051,1
-27708503.578693,-27716438.103442,2883814.365129,10326.486915,-2236.077593,-2896822.066694,-3458.905463,618.342138,1
-34630719.109327,-34649768.204108,4010213.770663,164115.278119,-6735.945591,-4178946.696234,-46373.928322,39838.900625,1
-27704874.932251,-27719623.344877,24111228.041063,32202.288614,-2748.764632,-24147098.813287,-5563.347194,1.732051,0
-19051640.89633,-19053126.995923,83949101.807537,53224.189266,-646.054951,-84003214.538867,-5284.487014,5196.152423,1
-25961146.638137,-25999967.092887,22268.977233,26737.668316,-17725.807965,-50428.659262,-20284.047007,1596.950845,0
-22513215.449339,-22518288.626155,580120.973131,79362.568003,-2656.965939,-663552.128481,-39284.644366,39838.900625,1
-27706156.649849,-27718152.833742,2088.853274,13565.421925,-3044.94532,-19998.258624,-3942.147638,1.732051,0
-27702787.811028,-27720520.547196,83945700.059751,269236.905732,-4046.070686,-84220723.747231,-204440.885021,199187.574921,1
-27703563.76979,-27721940.828858,83940968.096945,30783.739003,-8776.301442,-83972392.694747,-8897.544998,1.732051,1
-27706813.097105,-27717823.744088,4204435.555919,37561.253813,-2513.205722,-4244977.669171,-3671.947712,1.732051,1
-27013603.062645,-27025363.687629,23504520.088035,9749.713996,-2556.506992,-23517384.029383,-5935.738118,1628.127759,0
-58887580.56441,-58890655.836575,83947796.691298,33894.502253,-1949.43914,-83984159.397864,-27391.501541,27712.812921,1
-68851332.644537,-68854763.837187,2691170.478159,15122.535601,-1416.817561,-2708468.469574,-1487.831644,1428.941916,1
-68846446.529209,-68859759.071716,879014.05279,2355.589098,-2369.445505,-884381.678243,-5753.872783,490.170379,1
-26837678.662121,-26854280.369111,2042550.359689,5849.135577,-3342.858059,-2053470.940031,-6148.780367,332.553755,0
-26499807.511088,-26500900.435148,140756.840928,51280.82826,-452.065261,-192210.874268,-412.228092,0,1
-26843680.218169,-26848722.21807,13464195.679533,107922.353769,-2031.695597,-13574522.119822,-337.749907,1.732051,1
-24241869.705274,-24254705.933809,406614711.255803,219939.275647,-2402.35447,-406837258.999966,-4995.234529,1.732051,1
-31162283.903068,-31189936.094211,494946189.946515,542393.442441,-6801.763521,-495493171.591545,-45888.954096,34642.748202,1
-18993147.808507,-19089791.047417,290550062.850848,95467.176412,-55084.411833,-290691495.191591,-20225.15728,5197.884474,0
-38077917.640633,-38130575.449285,306895147.461696,155687.118889,-24255.639509,-307055074.640962,-23564.551237,1.732051,1
-25936378.311589,-26003393.089385,306155864.875755,395976.259474,-39069.870066,-306596585.203741,-33499.594669,32910.697395,1
-25980526.554623,-25980982.083986,221819759.744387,377308.21587,-190.525589,-222194490.668655,285.788383,0,1
-25947442.652148,-26013800.982688,225235693.026566,1455515.039734,-31452.310615,-226688700.056731,-70568.946053,38106.849817,1
-25952611.091758,-26008005.540685,240375433.088122,895662.525153,-25151.109777,-241273733.526654,-136367.824182,110852.983735,1
-25975870.802053,-25984482.558668,193877079.432409,152479.360794,-2452.583944,-194032602.006472,-2514.937773,1.732051,0
-68847793.182756,-68857677.146645,83947306.52092,31622.051594,-2439.609518,-83982673.298271,-2446.50581,1.732051,1
-26791595.718334,-26900437.791082,518146.463186,39563.504546,-30982.924846,-583411.869666,-53749.00066,1733.782858,1
-25951552.808714,-25985246.393074,163091166.705724,106642.368222,-26197.268464,-163248175.379379,9957.560093,10394.036896,1
-68853159.958139,-68853927.256647,83949555.604849,4740.62306,-192.25764,-83954627.049614,-1234.952226,966.484351,0
-173180206.77524,-173228267.721049,83929008.286119,18061.825821,-20736.112268,-83951963.155471,-21510.338979,1.732051,0
-24212895.959365,-24283858.080951,157793410.450595,842311.896178,-33574.072854,-158636872.428509,-319492.359913,285790.1153,1
-17315836.734661,-17324692.71044,120894932.807376,32682.066688,-2213.560932,-120929951.410603,-5145.922949,1482.635491,0
-68847686.677587,-68858172.513176,138388091.707563,22996.438572,-2767.81719,-138415073.595043,-3289.164484,1.732051,1
-25944716.404177,-26015664.669356,110822913.601146,83890.148814,-30584.55316,-110910751.09375,-33579.269006,1.732051,0
-34636985.669148,-34644386.722249,123992045.765355,234900.730522,-2388.498064,-124228489.753147,-100768.983934,98728.628082,0
-510956.720284,-527231.069672,81401886.355688,275844.679563,-4501.600049,-81679201.546387,-26817.342654,20786.341742,1
-25954362.195124,-25987021.745152,106326371.140632,123625.12639,-21548.444097,-106491321.26724,13965.525661,1.732051,1
-25978813.556375,-25982520.145103,176630744.700504,136177.298593,-1787.476433,-176767252.820801,-46339.287306,45035.053048,1
-16972580.637668,-16974934.494715,97752149.79845,148299.922195,-1241.880429,-97901315.746049,316.965298,1.732051,1
-25954485.170732,-25984139.612608,126981012.935011,329300.963637,-24498.126622,-127356928.582032,-6282.148279,25982.494164,1
-25968433.375885,-25992032.568138,95578221.652956,19407.629299,-4518.920557,-95601005.049279,-11885.332642,1733.782858,0
-25928251.5292,-26031627.249599,86566776.993369,101711.219573,-41479.15274,-86678665.743487,-49185.046783,1.732051,1
-29423647.838329,-29465549.611466,94069357.716298,260658.058082,-19579.102329,-94330911.244648,-69597.26555,50231.20547,0
-25975564.22906,-25985003.905961,82893637.630368,61191.622981,-2684.678752,-82956815.915624,-3034.553015,1.732051,0
-25972628.402941,-25987177.629724,82808225.008894,50478.888736,-3332.465754,-82863714.720616,-6141.852164,1553.649574,0
-25919802.585361,-26039689.946108,83909612.781176,439811.001312,-40131.617211,-84371067.489379,-75716.601053,19054.290934,1
-25927965.740817,-26031422.867604,74476961.897592,153541.107939,-40235.54026,-74641480.743548,-69094.970816,20786.341742,1
-29437930.329288,-29450787.342433,73908554.784072,48393.499563,-2608.468516,-73960098.884054,-4811.637143,1.732051,0
-25951829.936844,-26008123.32014,74315702.771254,131417.622973,-22352.115672,-74451964.940337,-46174.742479,20786.341742,1
-25971762.377537,-25988667.193419,73766138.63847,55955.633389,-6287.344431,-73825267.388939,-53244.973875,46767.103855,0
-25957949.272347,-26001835.975709,69385875.676872,164672.998479,-8661.986089,-69560253.356026,-19078.539645,1.732051,0
-68853333.16322,-68853750.587465,67724658.81913,23434.647426,-183.597386,-67748287.456246,-136.832014,1.732051,1
-17248517.115923,-17389987.561784,77704375.305773,156882.233946,-40611.395285,-77888634.334784,-70215.607688,3465.833666,1
-27684490.426297,-27739427.613811,65593747.887492,156463.077651,-20755.164827,-65754807.827986,-24749.273989,1.732051,0
-12073788.429655,-12172480.68467,70956222.221046,337874.615134,-28417.7576,-71315896.427644,-110896.285005,65819.662738,1
-63986241.925292,-64162149.005309,36308993.203422,72370.278893,-49346.127508,-36452221.680852,-71725.955992,19054.290934,0
-25932450.020358,-26026919.535504,60592226.014032,84808.135742,-41988.375677,-60682912.730215,-43838.20594,1.732051,0
-25955872.543428,-26005178.833767,62135576.814319,482131.930744,-22986.046267,-62619700.603492,-179114.838112,155886.304732,1
-27703918.840205,-27720489.370281,59422102.717912,27865.233392,-2656.965939,-59453787.123335,-6406.855937,1.732051,0
-25940325.65538,-26019525.410607,58457078.486119,79849.27428,-36310.71313,-58541786.162914,-36967.160386,1.732051,1
-25977417.523424,-25982620.60405,10389770.855082,334798.4929,-2533.990331,-10727304.256207,-19123.572966,19054.290934,1
-25974145.679448,-25986344.513286,57823868.423685,63543.747977,-2601.540313,-57890147.079887,-9373.858971,5197.884474,0
-25970853.050863,-25989237.038135,65601656.431479,152510.537708,-4893.043531,-65758206.111671,-72264.623793,65819.662738,1
-25972955.760543,-25987444.365549,56672759.58133,118060.047146,-2774.745394,-56794290.658294,-5151.119102,1.732051,1
-25975339.062455,-25985374.564834,54704805.185821,67187.982876,-2539.186484,-54774450.948794,-3635.574645,1.732051,0
-25970023.398526,-25990179.273774,52406474.223124,48798.799452,-4780.460229,-52458499.833231,-7844.458107,1.732051,0
-216473253.187228,-216537527.860646,282630866.751022,420607.754008,-26166.09155,-283056116.401195,-54653.131182,25982.494164,0
-27677037.411672,-27747552.664149,53415092.441693,539655.070114,-32209.216818,-53956834.63303,-90553.348271,57159.408701,1
-25908980.731915,-26020152.412999,52289652.592306,112462.058935,-63564.532587,-52470362.649212,-6817.351979,1.732051,1
-25920892.045319,-26040230.34596,60659329.126419,804277.792495,-57554.316285,-61463672.736844,-198202.038012,140297.847464,1
-25976589.603138,-25984510.271481,50750895.19076,41550.166823,-1825.581551,-50794355.809624,-4610.71925,1404.693205,0
-25978042.793765,-25983268.391052,50412722.662887,28222.035859,-1624.663657,-50442207.363785,-3661.555407,1472.243186,0
-25960301.397343,-26000625.272194,49583704.256658,384274.524218,-17912.869452,-49969832.07524,-18801.411516,1.732051,1
